country,city,lat,lon,temp,max_temp,humid,cover,wind
CM,{'nkoteng'},4.5167,12.0333,68.02,68.02,96,95,5.73
BR,{'terra roxa'},-23.8557,-50.0314,59.68,59.68,82,65,9.95
RU,{'kyren'},51.6828,102.1408,61.52,61.52,81,96,1.88
PE,{'pisco'},-13.7,-76.2167,62.65,63.01,77,75,10.36
US,{'mount pleasant'},32.7941,-79.8626,85.46,88.05,77,1,1.01
FR,{'paris'},48.8534,2.3488,66.36,69.15,78,0,3.44
ID,{'kupang'},-10.1667,123.5833,79.38,79.38,83,20,10.36
KZ,{'kushmurun'},52.4503,64.6311,58.6,58.6,72,84,14.05
KE,{'witu'},-2.3889,40.4382,75.36,75.36,83,29,11.39
TR,{'kula'},38.5473,28.6498,69.15,69.15,52,3,3.98
SE,{'vanersborg'},58.3807,12.3234,54.12,59.74,94,13,6.91
IS,{'hofn'},64.2539,-15.2082,52.27,52.27,89,67,11.9
MY,{'kuala terengganu'},5.3302,103.1408,76.95,76.95,94,20,0.0
US,{'collierville'},35.042,-89.6645,93.13,94.78,52,40,11.5
MG,{'ambatolampy'},-19.3833,47.4167,44.37,44.37,96,15,0.81
PE,{'huarmey'},-10.0681,-78.1522,65.12,65.12,76,51,9.06
ID,{'sorong'},-0.8833,131.25,78.69,78.69,85,74,5.35
BR,{'petrolina de goias'},-16.095,-49.3381,74.5,75.36,28,14,5.19
IN,{'bhinmal'},25.0,72.25,80.76,80.76,71,55,14.2
MA,{'marrakesh'},31.6315,-8.0083,77.07,77.07,65,0,6.91
CM,{'mfou'},3.7159,11.6427,66.6,66.6,97,98,4.83
MX,{'tulum'},20.2167,-87.4667,85.41,86.05,73,100,6.11
AU,{'inverell'},-29.7833,151.1167,56.1,56.1,92,87,4.0
PK,{'gujar khan'},33.2558,73.3026,83.62,83.62,60,15,7.49
AU,{'bowen'},-20.0167,148.2333,70.11,70.11,74,10,14.54
CN,{'tongren'},27.7172,109.1853,76.33,76.33,99,100,0.22
GB,{'brae'},60.3964,-1.353,57.11,57.11,95,100,14.05
CN,{'yichang'},30.7144,111.2847,77.85,77.85,92,100,0.58
CA,{'ucluelet'},48.9329,-125.5528,97.05,97.05,72,59,2.86
RU,{'belyy yar'},53.6039,91.3903,55.29,55.29,94,0,2.24
AU,{'yulara'},-25.2406,130.9889,49.84,49.84,43,0,11.5
CA,{'campbellton'},48.0075,-66.6727,72.05,72.05,85,57,2.64
RU,{'ust-tsilma'},65.441,52.1498,59.68,59.68,71,100,4.88
ID,{'pangkalanbuun'},-2.6833,111.6167,73.67,73.67,98,54,2.21
RU,{'klichka'},50.4457,117.996,55.83,55.83,89,100,4.12
BO,{'riberalta'},-10.9833,-66.1,82.6,82.6,65,41,0.0
BR,{'soure'},-0.7167,-48.5233,79.36,79.36,82,100,10.94
IN,{'nagpur'},21.15,79.1,76.84,76.84,79,100,5.7
MN,{'darhan'},49.4867,105.9228,61.5,61.5,86,3,1.1
BJ,{'cotonou'},6.3654,2.4183,77.02,77.02,87,100,12.21
UA,{'osypenko'},46.9136,36.8253,73.89,73.89,67,100,5.12
LY,{'mizdah'},31.4451,12.9801,84.04,84.04,18,2,4.83
JP,{'hasaki'},35.7333,140.8333,75.6,75.6,88,100,6.06
US,{'owosso'},42.9978,-84.1766,78.51,81.18,72,1,3.0
KZ,{'zhezkazgan'},47.8043,67.7144,63.55,63.55,55,50,11.52
US,{'north bend'},43.4065,-124.2243,68.34,83.91,72,1,9.22
ZM,{'samfya'},-11.3649,29.5565,58.62,58.62,42,0,6.17
MR,{'nouadhibou'},20.931,-17.0347,71.58,71.58,78,0,19.57
AO,{'benguela'},-12.5763,13.4055,70.77,70.77,88,15,6.6
RU,{'leningradskiy'},69.3833,178.4167,38.59,38.59,77,100,8.34
RU,{'dzhebariki-khaya'},62.2167,135.8,70.77,70.77,44,100,3.67
CO,{'mosquera'},4.7059,-74.2302,62.69,62.69,51,40,2.3
CD,{'bondo'},3.8146,23.6866,67.96,67.96,98,55,0.96
UA,{'hoshcha'},50.6003,26.6744,60.62,60.62,75,8,7.92
DE,{'altona'},53.55,9.9333,58.46,60.46,92,3,0.0
CA,{'nipawin'},53.3668,-104.0009,62.64,62.64,63,75,23.02
CA,{'carberry'},49.8689,-99.3602,73.63,73.63,46,73,12.55
VE,{'calabozo'},8.9242,-67.4293,77.86,77.86,86,78,0.54
NO,{'honningsvag'},70.9821,25.9704,52.97,52.97,94,100,14.52
RU,{'tyret pervaya'},53.6703,102.3106,57.02,57.02,79,7,4.45
CD,{'mbandaka'},0.0487,18.2603,71.74,71.74,82,97,2.51
CD,{'kasongo-lunda'},-6.4667,16.8167,75.42,75.42,30,3,2.1
MX,{'cabo san lucas'},22.8909,-109.9124,86.14,88.52,75,40,1.01
US,{'destin'},30.3935,-86.4958,88.12,90.64,72,1,6.91
FO,{'klaksvik'},62.2266,-6.589,54.52,54.52,93,100,15.48
VE,{'san cristobal'},7.7669,-72.225,78.98,78.98,90,93,4.12
IN,{'sadri'},25.1833,73.4333,76.44,76.44,76,76,8.5
US,{'asheboro'},35.7079,-79.8136,80.65,88.86,76,40,0.0
GF,{'sinnamary'},5.3833,-52.95,77.7,77.7,87,100,7.29
CU,{'nuevitas'},21.5453,-77.2644,85.44,85.44,72,6,10.42
US,{'iberia'},29.9502,-91.7507,76.69,80.98,94,1,6.91
ID,{'merauke'},-8.4667,140.3333,78.42,78.42,81,53,13.87
BB,{'bathsheba'},13.2167,-59.5167,83.01,83.01,78,40,17.27
AU,{'murray bridge'},-35.1167,139.2667,55.24,57.13,81,3,9.4
RU,{'berezovyy'},51.6667,135.7,65.98,65.98,57,15,1.72
RU,{'pionerskiy'},54.9508,20.2275,55.24,55.24,74,4,13.06
RU,{'anadyr'},64.75,177.4833,45.1,45.1,81,75,11.18
CA,{'flin flon'},54.7682,-101.865,60.64,60.64,63,75,13.8
SO,{'bandarbeyla'},9.4942,50.8122,75.58,75.58,84,51,26.73
RU,{'mnogovershinnyy'},53.9353,139.9242,63.57,63.57,52,8,4.16
IR,{'meybod'},32.2501,54.0166,80.62,80.62,11,0,4.54
GB,{'aviemore'},57.1955,-3.8259,50.68,54.82,95,88,4.41
MY,{'miri'},4.4148,114.0089,77.14,77.14,94,20,5.75
MX,{'san quintin'},30.4833,-115.95,76.23,76.23,63,1,9.53
TM,{'dasoguz'},41.8363,59.9666,75.15,75.15,50,0,4.61
BR,{'parauna'},-16.9478,-50.4486,75.15,75.15,22,12,6.22
RU,{'plyussa'},58.4308,29.3654,56.5,56.5,86,51,3.91
BR,{'pinhao'},-25.6956,-51.6597,57.2,57.2,80,83,1.81
EG,{'sohag'},26.557,31.6948,84.49,84.49,25,0,6.44
AU,{'mackay'},-21.15,149.2,72.05,72.05,82,82,15.95
RU,{'zhigansk'},66.7697,123.3711,60.39,60.39,65,99,2.48
AU,{'bundaberg'},-24.85,152.35,68.29,68.29,77,75,10.36
PH,{'gigmoto'},13.7796,124.39,82.15,82.15,79,99,4.03
US,{'laguna'},38.421,-121.4238,101.84,108.43,22,1,4.0
