country,city,lat,lon,temp,max_temp,humid,cover,wind
MV,{'mahibadhoo'},3.7833,72.9667,82.35,82.35,75,98,13.2
ID,{'manado'},1.487,124.8455,77.77,77.77,88,20,1.14
RU,{'mosalsk'},54.4881,34.9817,63.43,63.43,88,100,6.17
US,{'kahului'},20.8947,-156.47,76.78,79.86,90,50,9.93
RU,{'kamyshlov'},56.8428,62.7111,51.49,51.49,78,0,7.72
AU,{'sawtell'},-30.3833,153.1,60.82,60.82,77,17,19.57
IQ,{'baghdad'},33.3406,44.4009,103.91,103.91,18,20,6.91
GB,{'boddam'},57.4667,-1.7833,58.95,59.38,95,100,17.54
ML,{'koulikoro'},14.0,-7.75,81.75,81.75,67,62,8.52
BR,{'prado'},-17.3411,-39.2208,75.07,75.07,67,6,8.14
TM,{'murgab'},37.4966,61.9714,84.07,84.07,26,0,4.61
CN,{'xunchang'},28.4543,104.715,75.34,75.34,94,100,1.23
UA,{'sudak'},44.85,34.9667,77.63,77.63,69,100,5.41
FR,{'saint-francois'},46.4154,3.9054,78.06,78.24,61,0,4.61
CN,{'xining'},36.6167,101.7667,55.8,55.8,76,99,2.82
ID,{'lhokseumawe'},5.1801,97.1507,76.82,76.82,84,100,4.85
AR,{'comodoro rivadavia'},-45.8667,-67.5,60.66,60.66,25,0,16.11
US,{'coos bay'},43.3665,-124.2179,73.47,79.99,59,53,5.95
NO,{'visnes'},59.3556,5.2242,60.93,63.57,72,0,3.44
US,{'mastic beach'},40.7668,-72.8521,84.6,91.2,80,9,5.99
RU,{'kochubey'},44.3861,46.5825,82.54,82.54,62,99,6.42
GT,{'ocos'},14.5094,-92.1933,90.32,92.73,73,100,6.55
RU,{'novyy urengoy'},66.0833,76.6333,49.1,49.1,72,0,7.7
RU,{'konosha'},60.9736,40.257,61.86,61.86,99,100,3.94
CA,{'la tuque'},47.4334,-72.7824,79.05,79.05,78,100,8.05
JP,{'kushiro'},42.975,144.3747,50.23,50.23,86,6,4.81
CN,{'datong'},40.0936,113.2914,67.01,67.01,51,79,3.62
MX,{'celestun'},20.8667,-90.4,88.38,88.38,61,8,14.41
NE,{'arlit'},18.7369,7.3853,104.79,104.79,9,13,13.65
MY,{'kota kinabalu'},5.9749,116.0724,76.98,76.98,94,20,2.3
TR,{'elmadag'},39.9208,33.2308,66.06,66.56,67,89,3.67
CA,{'port hawkesbury'},45.6169,-61.3485,76.64,81.59,83,20,7.0
BZ,{'san ignacio'},17.1561,-89.0714,89.74,89.74,62,75,4.61
RU,{'kamenka'},51.3223,42.7678,84.42,84.42,27,98,19.19
YT,{'boueni'},-12.9025,45.0761,76.98,76.98,67,0,2.24
RU,{'melnikovo'},56.5558,84.085,62.24,62.26,99,96,3.85
SB,{'kirakira'},-10.4544,161.9205,78.94,78.94,85,100,13.73
MX,{'jimenez'},28.3333,-105.4,89.71,89.71,32,28,5.37
RU,{'ust-barguzin'},53.45,108.9833,57.38,57.38,91,10,6.33
BR,{'ladario'},-19.0047,-57.6017,64.69,68.09,63,20,14.97
RU,{'kharp'},66.8014,65.8081,55.22,55.22,62,100,4.45
SL,{'foindu'},7.4108,-11.5422,73.9,73.9,96,100,4.63
PH,{'aloleng'},16.1307,119.7824,76.42,76.42,91,100,3.78
US,{'mount pleasant'},32.7941,-79.8626,89.37,93.97,72,1,1.01
TZ,{'kondoa'},-4.9,35.7833,59.63,59.63,75,28,5.79
ZW,{'marondera'},-18.1853,31.5519,48.92,48.92,79,0,3.36
AF,{'uruzgan'},32.8333,66.0,75.83,75.83,12,0,3.91
US,{'roswell'},34.0232,-84.3616,90.37,94.03,63,75,1.01
SA,{'abha'},18.2164,42.5053,70.05,70.05,60,0,0.0
UG,{'hoima'},1.4356,31.3436,64.72,64.72,94,100,0.76
RU,{'alagir'},43.0422,44.2222,70.34,70.34,72,100,8.3
IN,{'mangrol'},21.1167,70.1167,81.12,81.12,78,100,12.88
CD,{'ilebo'},-4.3167,20.5833,84.29,84.29,35,76,0.96
PT,{'vila'},42.0304,-8.1588,73.63,75.7,57,0,3.76
ID,{'meulaboh'},4.1363,96.1285,77.31,77.31,81,100,5.41
MV,{'dhidhdhoo'},6.8833,73.1,82.31,82.31,76,100,16.22
RU,{'mirnyy'},62.5353,113.9611,55.24,55.24,83,1,2.17
CA,{'la ronge'},55.1001,-105.2842,53.85,55.62,82,75,12.66
